################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.1545018515333627E+01 a       531     0    27     1    11
 -1.5056500181604246E+01 a       532     0    27     1    12
 -2.1468268216554307E+00 a       533     0    27     1    13
 -1.3061246836228786E+01 a       534     0    27     1    14
 -4.7661713644919281E+00 a       535     0    27     1    15
 -1.6876501946088236E+01 a       536     0    27     1    16
 -2.8872954335089442E+01 a       537     0    27     1    17
  8.7410910444035910E+00 a       538     0    27     1    18
 -3.7172409863316027E+01 a       539     0    27     1    19
 -3.1151234680442688E+00 a       540     0    27     1    20
 -4.3948875997445498E+00 a       541     0    28     1     1
  1.5177962574111095E+00 a       542     0    28     1     2
  2.5484102778256656E+00 a       543     0    28     1     3
 -8.1492664311896479E-01 a       544     0    28     1     4
  1.3157179133932507E+01 a       545     0    28     1     5
 -1.0465941431350365E-03 a       546     0    28     1     6
 -1.5748574090860739E+00 a       547     0    28     1     7
  4.3223426178355262E-01 a       548     0    28     1     8
  8.6356132161795305E+00 a       549     0    28     1     9
 -1.4054227542589994E+00 a       550     0    28     1    10
 -5.2768632605889110E+00 a       551     0    28     1    11
  5.3264741248689784E+00 a       552     0    28     1    12
  1.2960231843532572E+01 a       553     0    28     1    13
 -8.7120816006112296E+00 a       554     0    28     1    14
  1.8854130673578402E+00 a       555     0    28     1    15
 -5.8773771725512898E+00 a       556     0    28     1    16
  1.1067486960640657E+01 a       557     0    28     1    17
  8.6533060082271227E+00 a       558     0    28     1    18
 -9.5697797245513500E-02 a       559     0    28     1    19
  6.2113511378616459E-01 a       560     0    28     1    20
 -5.4165092871424561E+00 a       561     0    29     1     1
  6.0066851600375530E+00 a       562     0    29     1     2
 -5.4378648205142444E+00 a       563     0    29     1     3
  2.9293569498092729E+00 a       564     0    29     1     4
 -6.0036130370881349E+00 a       565     0    29     1     5
  1.4419906859015993E-02 a       566     0    29     1     6
 -7.4288949099500723E-01 a       567     0    29     1     7
 -7.6881946692489542E+00 a       568     0    29     1     8
  7.8255241047063011E+00 a       569     0    29     1     9
 -1.5500941567544434E+01 a       570     0    29     1    10
 -8.3275015099686733E+00 a       571     0    29     1    11
  6.8921549658003665E+00 a       572     0    29     1    12
 -1.7474881087626891E+01 a       573     0    29     1    13
 -5.0828431359228121E+00 a       574     0    29     1    14
  7.5824030980177657E+00 a       575     0    29     1    15
  9.3109329623232888E+00 a       576     0    29     1    16
  1.7292195635534679E+01 a       577     0    29     1    17
  2.0951807914450026E+01 a       578     0    29     1    18
  2.0652063159765968E+00 a       579     0    29     1    19
  8.4510673374709411E-01 a       580     0    29     1    20
  5.7032403228586137E+00 a       581     0    30     1     1
 -8.4525459319080216E+00 a       582     0    30     1     2
  1.4168215032546927E+01 a       583     0    30     1     3
  3.9888666209934214E+00 a       584     0    30     1     4
 -2.7800688778225176E+01 a       585     0    30     1     5
  1.8867894679856960E+00 a       586     0    30     1     6
 -5.2209340228435153E-01 a       587     0    30     1     7
 -4.8200972346014161E+00 a       588     0    30     1     8
  7.7240107049162825E+00 a       589     0    30     1     9
  1.0250561365840056E+01 a       590     0    30     1    10
 -6.1051750369157931E+00 a       591     0    30     1    11
 -1.9874163649808523E+01 a       592     0    30     1    12
  1.0327317458080190E+01 a       593     0    30     1    13
 -1.4870010844881694E+01 a       594     0    30     1    14
  4.2451557433323925E+00 a       595     0    30     1    15
  7.4989615728001491E+00 a       596     0    30     1    16
  2.4382999880154980E+01 a       597     0    30     1    17
 -1.3793573554716221E+00 a       598     0    30     1    18
 -4.8185096210254086E+00 a       599     0    30     1    19
  9.8185436237275103E-01 a       600     0    30     1    20
  8.6988860989729755E+00 a       601     0    31     1     1
 -4.2678529957993199E+00 a       602     0    31     1     2
  1.2798032227618400E+01 a       603     0    31     1     3
 -4.8320766397709995E+00 a       604     0    31     1     4
 -5.2799546647682449E+00 a       605     0    31     1     5
  9.5554964087416909E+00 a       606     0    31     1     6
 -6.8321650793026167E+00 a       607     0    31     1     7
 -3.4958165776765433E+01 a       608     0    31     1     8
  2.5000179117345333E+01 a       609     0    31     1     9
 -1.9730090580713397E+00 a       610     0    31     1    10
 -1.4333308518745646E+01 a       611     0    31     1    11
  2.4229686437910423E+00 a       612     0    31     1    12
 -9.8083391002189710E+00 a       613     0    31     1    13
 -7.1741650434831064E+00 a       614     0    31     1    14
  1.8116846708888893E+01 a       615     0    31     1    15
  1.8089019232127981E+01 a       616     0    31     1    16
  6.2354902608593967E+00 a       617     0    31     1    17
 -4.0016723213811500E-01 a       618     0    31     1    18
 -2.2801435965319236E+01 a       619     0    31     1    19
  2.2703486143586300E+00 a       620     0    31     1    20
 -1.0769129893815175E+00 a       621     0    32     1     1
 -1.4774219254141900E+00 a       622     0    32     1     2
  4.8843053253654780E+00 a       623     0    32     1     3
  2.1131307914431221E+00 a       624     0    32     1     4
  4.1446506724174430E+00 a       625     0    32     1     5
  2.4985159935189443E+00 a       626     0    32     1     6
 -2.3884403875303160E+00 a       627     0    32     1     7
 -9.3256491895368061E+00 a       628     0    32     1     8
  1.7618815598958932E+01 a       629     0    32     1     9
 -4.6640909215496222E+00 a       630     0    32     1    10
 -8.3837980119827051E+00 a       631     0    32     1    11
 -8.9028676884044184E+00 a       632     0    32     1    12
 -4.6873912663697990E+00 a       633     0    32     1    13
 -2.1120503391194512E-01 a       634     0    32     1    14
 -1.2436107242784423E+01 a       635     0    32     1    15
 -4.0218417337378760E+01 a       636     0    32     1    16
  9.2716671233657202E+00 a       637     0    32     1    17
  1.4205383561889340E+01 a       638     0    32     1    18
  6.3746635928985762E-01 a       639     0    32     1    19
  1.5573326495825894E+00 a       640     0    32     1    20
 -2.5236891328382911E+00 a       641     0    33     1     1
  1.5710753672391085E+01 a       642     0    33     1     2
  1.5974902912745016E+01 a       643     0    33     1     3
  4.1699381888556246E+00 a       644     0    33     1     4
 -6.7324131574820960E+00 a       645     0    33     1     5
 -4.2167396276781615E+00 a       646     0    33     1     6
  7.3959475994213819E-01 a       647     0    33     1     7
 -2.2882828000562576E+01 a       648     0    33     1     8
  1.8656556282046743E+00 a       649     0    33     1     9
 -5.4724514128440145E+00 a       650     0    33     1    10
 -4.2649138999232878E+00 a       651     0    33     1    11
 -1.4149809036968504E+01 a       652     0    33     1    12
  7.9184274741923577E+00 a       653     0    33     1    13
 -5.7315586555938296E+00 a       654     0    33     1    14
  1.3054876997702425E-01 a       655     0    33     1    15
 -3.7815268954640885E+01 a       656     0    33     1    16
 -6.7817494665648868E+00 a       657     0    33     1    17
  9.2542343308580435E+00 a       658     0    33     1    18
 -1.6349590477464176E+01 a       659     0    33     1    19
  8.2887633912692216E-02 a       660     0    33     1    20
 -5.1365678590622448E+00 a       661     0    34     1     1
  2.7733302392050103E+01 a       662     0    34     1     2
 -2.1878000477367216E+01 a       663     0    34     1     3
 -5.1200296073974787E+00 a       664     0    34     1     4
  2.5358593230725264E+00 a       665     0    34     1     5
  3.1344982361963591E+00 a       666     0    34     1     6
 -4.0974732446090885E+00 a       667     0    34     1     7
 -1.6560294414248178E+00 a       668     0    34     1     8
 -2.7160555903269678E+01 a       669     0    34     1     9
 -4.6997561152774390E+00 a       670     0    34     1    10
  5.1485614390527878E+00 a       671     0    34     1    11
  1.5786740600314154E+01 a       672     0    34     1    12
  2.7287121251408917E+00 a       673     0    34     1    13
  3.1385844039835675E+01 a       674     0    34     1    14
 -1.5930584724493706E+01 a       675     0    34     1    15
 -1.2750428491120047E+01 a       676     0    34     1    16
 -9.6496357276320648E+00 a       677     0    34     1    17
 -2.3044488897467932E+01 a       678     0    34     1    18
 -1.2915245936922002E+00 a       679     0    34     1    19
 -2.8735574016569743E+00 a       680     0    34     1    20
 -1.2006870219831645E+00 a       681     0    35     1     1
  1.0639339623978213E+01 a       682     0    35     1     2
  1.2811511985402401E+01 a       683     0    35     1     3
  4.0249577590636931E-01 a       684     0    35     1     4
  1.1748395590588427E+01 a       685     0    35     1     5
  1.7973042337310075E+00 a       686     0    35     1     6
  1.5296134557099033E+00 a       687     0    35     1     7
  2.5838852732333737E+00 a       688     0    35     1     8
 -1.3808178473023673E+01 a       689     0    35     1     9
  9.0539412850086123E+00 a       690     0    35     1    10
  6.0477344515998661E+00 a       691     0    35     1    11
  1.3441231771817035E+00 a       692     0    35     1    12
 -9.0354340522100696E+00 a       693     0    35     1    13
  2.2305113193677148E+01 a       694     0    35     1    14
 -5.9245801826232123E+00 a       695     0    35     1    15
 -1.0556695138756393E+00 a       696     0    35     1    16
  3.2905901049438095E+00 a       697     0    35     1    17
 -1.0424920186091997E+01 a       698     0    35     1    18
  4.0559822370934775E+00 a       699     0    35     1    19
 -4.5058519199204922E-01 a       700     0    35     1    20
 -1.2455534663200080E+01 a       701     0    36     1     1
 -1.0240363241661369E+01 a       702     0    36     1     2
 -3.8952871358670960E+00 a       703     0    36     1     3
  2.5162818113580490E+00 a       704     0    36     1     4
 -1.1917351480444340E+01 a       705     0    36     1     5
  2.6489777561448484E+00 a       706     0    36     1     6
  1.1777612156348376E+00 a       707     0    36     1     7
 -1.2766359440815982E+01 a       708     0    36     1     8
 -1.6115538582382587E+01 a       709     0    36     1     9
 -9.0946184047555327E+00 a       710     0    36     1    10
  6.7487698346411689E+00 a       711     0    36     1    11
 -1.6136301209753010E+00 a       712     0    36     1    12
 -1.4754069977596169E+00 a       713     0    36     1    13
  2.2227593399673022E+01 a       714     0    36     1    14
 -1.4677146700249169E+01 a       715     0    36     1    15
 -6.8052095254237006E+00 a       716     0    36     1    16
  9.7822815210811775E+00 a       717     0    36     1    17
 -7.2083180126058393E+00 a       718     0    36     1    18
  7.4511356166837608E+00 a       719     0    36     1    19
 -3.3552861387270294E-01 a       720     0    36     1    20
 -6.3356334083770234E+00 a       721     0    37     1     1
  1.6162885267300691E+01 a       722     0    37     1     2
 -8.4118491842550664E+00 a       723     0    37     1     3
  6.6957766681544122E+00 a       724     0    37     1     4
 -2.4622267596121624E+01 a       725     0    37     1     5
 -1.0047538035912347E+00 a       726     0    37     1     6
  7.5512265794737958E+00 a       727     0    37     1     7
 -8.8947625897003775E+00 a       728     0    37     1     8
 -5.8728518164842018E+00 a       729     0    37     1     9
 -1.4741928107920653E+01 a       730     0    37     1    10
  5.2545991605875146E+00 a       731     0    37     1    11
 -2.2655429214226409E+01 a       732     0    37     1    12
  2.0452442595441070E+01 a       733     0    37     1    13
  2.8296775797374160E+01 a       734     0    37     1    14
  4.1422476315305823E-01 a       735     0    37     1    15
  1.0660771634890756E+01 a       736     0    37     1    16
  1.4696005618604151E+00 a       737     0    37     1    17
 -1.1259666977271383E+01 a       738     0    37     1    18
